AreaNum,AreaName,S_L99,S_LR99,SLRLC99,SLRUC99,EL99,PEL99,PELLCI99,PELUCI99,S_L00,S_LR00,SLRLC00,SLRUC00,EL00,PEL00,PELLCI00,PELUCI00,S_L01,S_LR01,SLRLC01,SLRUC01,EL01,PEL01,PELLCI01,PELUCI01,S_L02,S_LR02,SLRLC02,SLRUC02,EL02,PEL02,PELLCI02,PELUCI02,S_L03,S_LR03,SLRLC03,SLRUC03,EL03,PEL03,PELLCI03,PELUCI03,S_L04,S_LR04,SLRLC04,SLRUC04,EL04,PEL04,PELLCI04,PELUCI04,S_L05,S_LR05,SLRLC05,SLRUC05,EL05,PEL05,PELLCI05,PELUCI05,S_L06,S_LR06,SLRLC06,SLRUC06,EL06,PEL06,PELLCI06,PELUCI06,S_L07,S_LR07,SLRLC07,SLRUC07,EL07,PEL07,PELLCI07,PELUCI07,S_L08,S_LR08,SLRLC08,SLRUC08,EL08,PEL08,PELLCI08,PELUCI08,S_L09,S_LR09,SLRLC09,SLRUC09,EL09,PEL09,PELLCI09,PELUCI09,S_L10,S_LR10,SLRLC10,SLRUC10,EL10,PEL10,PELLCI10,PELUCI10,S_L11,S_LR11,SLRLC11,SLRUC11,EL11,PEL11,PELLCI11,PELUCI11,S_L12,S_LR12,SLRLC12,SLRUC12,EL12,PEL12,PELLCI12,PELUCI12,S_L13,S_LR13,SLRLC13,SLRUC13,EL13,PEL13,PELLCI13,PELUCI13,TOT_POP,WHITE,HISP,BLACK,ASIAN,OTHER,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,NATIVE,FOR_BORN,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,POLISH,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,P_Crowd,P_LT_Pov,PM16UNEMP,PO25NoHS,PU18O64,PC_Income,Hardship,NumKits,NumMT5,MT5_PC,MT5_P_kit,Kit_PC,OneN_Kit
15,Portage Park,1038,178.4,167.5,189.3,50,4.8,3.5,6.1,1143,196.4,185,207.8,42,3.7,2.6,4.8,1220,208.8,197.1,220.5,35,2.9,2,3.8,1232,210,198.3,221.7,35,2.8,1.9,3.7,1414,240.1,227.6,252.6,26,1.8,1.1,2.5,1316,222.5,210.5,234.5,37,2.8,1.9,3.7,1497,252.1,239.3,264.9,23,1.5,0.9,2.1,1504,252.3,239.5,265.1,20,1.3,0.7,1.9,1605,268.1,255,281.2,21,1.3,0.7,1.9,1717,285.7,272.2,299.2,14,0.8,0.4,1.2,1912,316.9,302.7,331.1,23,1.2,0.7,1.7,1816,299.8,286,313.6,15,0.8,0.4,1.2,1740,287.3,273.8,300.8,9,0.5,0.2,0.8,1666,275,264,286,6,0.4,0.1,0.6,1711,282,271,294,11,0.6,0.3,1,64517,31774,27575,862,2946,1360,7462,12802,8808,3622,8117,4022,39822,20830,25252,35400,14882,25252,21290,8233,180,1709,759,131,416,2367,316,4.1,11.6,12.6,19.3,34,24336,35,277,104.00000000000,0.001611978,0.375451264,0.004293442,232.9133574
50,Pullman,249,247,216.3,277.7,40,16.1,11.5,20.7,278,275.8,243.4,308.2,42,15.1,10.9,19.3,305,312.5,277.4,347.6,26,8.5,5.4,11.6,306,324.5,288.1,360.9,19,6.2,3.5,8.9,313,343.6,305.5,381.7,20,6.4,3.7,9.1,284,323.1,285.5,360.7,16,5.6,2.9,8.3,301,355.4,315.2,395.6,10,3.3,1.3,5.3,307,377.1,334.9,419.3,9,2.9,1,4.8,294,376,333,419,6,2,0.4,3.6,311,414.7,368.6,460.8,7,2.3,0.7,3.9,325,453.3,404,502.6,5,1.5,0,0,264,385.4,338.9,431.9,6,2.3,0.5,4.1,273,398.5,351.2,445.8,10,3.7,1.5,5.9,246,359,323,395,2,0.8,0,1.9,231,337,302,373,1,0.4,0,1.3,6620,633,335,5474,43,135,597,1195,1401,324,799,354,5931,238,5706,463,271,5706,315,0,11,0,0,0,13,98,26,1.5,21.6,22.8,13.1,38.6,20588,51,18,8.00000000000,0.001208459,0.444444444,0.002719033,367.7777778
54,Riverdale,431,243.9,220.9,266.9,24,5.6,3.4,7.8,660,373.5,345,402,27,4.1,2.6,5.6,515,306.9,280.4,333.4,32,6.2,4.1,8.3,378,237.7,213.7,261.7,9,2.4,0.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382,135,265,6926,26,30,778,854,1146,279,106,55,6247,155,6165,237,125,6165,211,0,17,0,0,0,0,0,9,5.8,56.5,34.6,27.5,51.5,8201,98,5,1.00000000000,0.000135465,0.2,0.000677323,1476.4
1,Rogers Park,2449,356.8,342.7,370.9,258,10.5,9.3,11.7,2364,344.4,330.5,358.3,183,7.7,6.6,8.8,2501,375.3,360.6,390,146,5.8,4.9,6.7,2219,343.3,329,357.6,106,4.8,3.9,5.7,2182,348.3,333.7,362.9,95,4.4,3.5,5.3,1617,266.7,253.7,279.7,76,4.7,3.7,5.7,1718,293,279.1,306.9,41,2.4,1.7,3.1,1571,277.4,263.7,291.1,30,1.9,1.2,2.6,1645,301.1,286.5,315.7,24,1.5,0.9,2.1,1663,315.9,300.7,331.1,18,1.1,0.6,1.6,1978,390.6,373.4,407.8,20,1,0.6,1.4,1895,389.6,372.1,407.1,12,0.6,0.2,1,1774,364.7,347.7,381.7,9,0.5,0.2,0.8,1820,374,361,388,20,1.1,0.6,1.6,1760,362,348,375,14,0.8,0.4,1.2,55500,23604,12383,14455,3205,1853,5708,7175,6986,1825,9693,6627,37641,14518,32664,19495,8197,32664,10915,1265,447,350,316,100,662,2896,2544,7.7,23.6,8.7,18.2,27.5,23939,39,185,30.00000000000,0.000540541,0.162162162,0.003333333,300
49,Roseland,1703,310,295.3,324.7,409,24,22,26,1599,291.1,276.8,305.4,337,21.1,19.1,23.1,1803,338.6,323,354.2,309,17.1,15.4,18.8,1886,365.7,349.2,382.2,257,13.6,12.1,15.1,1998,400.5,382.9,418.1,200,10,8.7,11.3,1742,361.3,344.3,378.3,119,6.8,5.6,8,1675,360,342.8,377.2,111,6.6,5.4,7.8,1622,361.6,344,379.2,80,4.9,3.8,6,1669,386.6,368.1,405.1,67,4,3.1,4.9,1739,419.1,399.4,438.8,35,2,1.3,2.7,1846,463.7,442.5,484.9,31,1.7,1.1,2.3,1468,385,365.3,404.7,34,2.3,1.5,3.1,1409,369.5,350.2,388.8,27,1.9,1.2,2.6,1548,406,390,422,28,1.8,1.1,2.5,1389,364,349,380,19,1.4,0.8,2,42327,417,396,40798,169,547,4252,6942,8695,2531,3448,2098,39190,890,38492,1588,411,38492,669,54,31,58,39,15,59,495,168,2.5,19.8,20.3,16.9,41.2,17949,52,86,28.00000000000,0.000661516,0.325581395,0.0020318,492.1744186
46,South Chicago,1716,338.3,322.3,354.3,347,20.2,18.3,22.1,1291,254.5,240.6,268.4,218,16.9,14.9,18.9,1910,390.4,372.9,407.9,231,12.1,10.6,13.6,1962,416.4,398,434.8,235,12,10.6,13.4,2138,471.9,451.9,491.9,161,7.5,6.4,8.6,2121,487.5,466.8,508.2,130,6.1,5.1,7.1,1990,477.2,456.2,498.2,87,4.4,3.5,5.3,1871,469,447.7,490.3,78,4.2,3.3,5.1,1838,482.5,460.4,504.6,46,2.5,1.8,3.2,1724,475.2,452.8,497.6,24,1.4,0.8,2,1766,512.2,488.3,536.1,26,1.5,0.9,2.1,1611,493.1,469,517.2,27,1.7,1.1,2.3,1612,493.4,469.3,517.5,26,1.6,1,2.2,1567,480,463,497,24,1.5,0.9,2.1,1525,467,450,484,15,1,0.5,1.5,27601,672,5810,20826,16,277,3450,5356,4446,1262,1763,871,22536,2792,19928,5400,2274,19928,4518,58,16,0,14,0,0,402,392,4.7,29.8,19.7,26.6,41.1,16579,75,41,13.00000000000,0.000470997,0.317073171,0.001485453,673.195122
51,South Deering,456,243.5,221.2,265.8,42,9.2,6.5,11.9,462,246.7,224.2,269.2,30,6.5,4.3,8.7,641,349.1,322.1,376.1,39,6.1,4.2,8,642,356.9,329.3,384.5,27,4.2,2.6,5.8,724,410.9,381,440.8,27,3.7,2.3,5.1,665,385.5,356.2,414.8,17,2.6,1.4,3.8,684,405.2,374.8,435.6,14,2,0.9,3.1,645,390.7,360.5,420.9,11,1.7,0.7,2.7,620,384.1,353.9,414.3,9,1.5,0.6,2.4,640,405.8,374.4,437.2,3,0.5,0,0,662,429.9,397.2,462.6,3,0.5,0,0,616,409.8,377.4,442.2,5,0.8,0,0,642,427.1,394.1,460.1,2,0.3,0,0,583,388,363,413,1,0.2,0,0.5,618,411,386,436,2,0.3,0,0.8,14635,781,4139,9575,1,139,1906,3222,2555,591,613,458,11981,1775,10216,3540,1456,10216,3119,149,0,0,0,0,1,207,64,4,29.2,16.3,21,39.5,14685,65,29,14.00000000000,0.000956611,0.482758621,0.001981551,504.6551724
30,South Lawndale,4682,373.6,362.9,384.3,685,14.6,13.6,15.6,4881,389.5,378.6,400.4,507,10.4,9.5,11.3,5804,472.7,460.5,484.9,469,8.1,7.4,8.8,5472,455.1,443,467.2,366,6.7,6,7.4,5833,495.6,482.9,508.3,315,5.4,4.8,6,6585,571.8,558,585.6,255,3.9,3.4,4.4,6739,598.4,584.1,612.7,181,2.7,2.3,3.1,6561,596,581.6,610.4,122,1.9,1.6,2.2,6408,595.9,581.3,610.5,104,1.6,1.3,1.9,6504,619.4,604.3,634.5,74,1.1,0.8,1.4,6591,643.3,627.8,658.8,62,0.9,0.7,1.1,6089,609.4,594.1,624.7,54,0.9,0.7,1.1,6054,605.9,590.6,621.2,46,0.8,0.6,1,5488,549,539,559,48,0.9,0.6,1.1,5339,534,525,544,51,1,0.7,1.2,73983,2545,62126,8831,201,280,21173,11936,4873,1692,2190,785,39441,28400,14954,52887,25033,14954,52409,141,0,57,50,41,19,164,6,15.2,30.7,15.8,54.8,33.8,10402,96,29,8.00000000000,0.000108133,0.275862069,0.000391982,2551.137931
43,South Shore,2085,292.4,279.8,305,410,19.7,18,21.4,1862,261.2,249.3,273.1,343,18.4,16.6,20.2,2525,366.7,352.4,381,365,14.5,13.1,15.9,2559,385.2,370.3,400.1,327,12.8,11.5,14.1,2700,421.9,406,437.8,234,8.7,7.6,9.8,2447,397.6,381.8,413.4,167,6.8,5.8,7.8,2157,364.9,349.5,380.3,103,4.8,3.9,5.7,2030,358.2,342.6,373.8,57,2.8,2.1,3.5,2255,415.7,398.5,432.9,63,2.8,2.1,3.5,2262,436.7,418.7,454.7,44,1.9,1.3,2.5,2255,456.8,437.9,475.7,37,1.6,1.1,2.1,2070,441.1,422.1,460.1,24,1.2,0.7,1.7,2207,470.3,450.7,489.9,24,1.1,0.7,1.5,2218,473,458,487,28,1.3,0.8,1.7,2248,479,465,493,10,0.4,0.2,0.7,50768,1467,924,47326,258,793,3926,7955,10283,2847,4841,3322,45309,1653,44314,2648,1039,44314,1056,38,31,96,20,38,113,467,788,2.8,31.1,20,14,35.7,19398,55,75,13.00000000000,0.000256067,0.173333333,0.001477309,676.9066667
3,Uptown,2247,496.9,476.4,517.4,253,11.3,10,12.6,2002,442.7,423.3,462.1,145,7.2,6.1,8.3,1932,435.2,415.8,454.6,119,6.2,5.1,7.3,1845,423.6,404.3,442.9,105,5.7,4.6,6.8,1760,411.9,392.7,431.1,81,4.6,3.6,5.6,1330,317.4,300.3,334.5,53,4,2.9,5.1,1614,393,373.8,412.2,34,2.1,1.4,2.8,1480,367.8,349.1,386.5,28,1.9,1.2,2.6,1340,340,321.8,358.2,11,0.8,0.3,1.3,1343,348.1,329.5,366.7,9,0.7,0.3,1.1,1473,390.2,370.3,410.1,12,0.8,0.3,1.3,1298,351.6,332.5,370.7,6,0.5,0.1,0.9,1306,353.7,334.5,372.9,7,0.5,0.1,0.9,1214,329,314,344,5,0.4,0.1,0.8,1222,331,316,346,7,0.6,0.1,1,56296,30456,7468,10970,5773,1629,4800,7414,6254,2329,15315,9176,39772,14261,34412,19621,8791,34412,6853,1784,479,827,839,600,1860,3122,3257,3.8,24,8.9,11.8,22.2,35787,20,250,21.00000000000,0.000373028,0.084,0.004440813,225.184
73,Washington Heights,757,277.1,257.4,296.8,97,12.8,10.4,15.2,808,295.8,275.4,316.2,96,11.9,9.7,14.1,935,352.4,329.8,375,103,11,9,13,918,356.6,333.5,379.7,76,8.3,6.5,10.1,942,377.4,353.3,401.5,47,5,3.6,6.4,840,347.5,324,371,40,4.8,3.4,6.2,850,363.6,339.2,388,20,2.4,1.4,3.4,797,352.8,328.3,377.3,23,2.9,1.7,4.1,816,374.3,348.6,400,15,1.8,0.9,2.7,834,396.8,369.9,423.7,8,1,0.3,1.7,941,465.2,435.5,494.9,13,1.4,0.7,2.1,801,412,383.5,440.5,15,1.9,1,2.8,722,371.4,344.3,398.5,11,1.5,0.6,2.4,723,372,350,393,9,1.2,0.4,2.1,719,370,348,391,5,0.7,0.1,1.3,27055,170,324,25981,8,572,1917,5570,5537,1588,2775,1544,25593,401,25057,937,133,25057,359,17,6,0,0,0,8,246,301,1.1,16.9,20.8,13.7,42.6,19713,48,68,37.00000000000,0.001367585,0.544117647,0.002513399,397.8676471
40,Washington Park,1073,520.6,489.4,551.8,234,21.8,19.3,24.3,836,405.6,378.1,433.1,183,21.9,19.1,24.7,803,401.7,373.9,429.5,135,16.8,14.2,19.4,779,402,373.8,430.2,99,12.7,10.4,15,882,470.1,439.1,501.1,70,7.9,6.1,9.7,909,500.8,468.2,533.4,68,7.5,5.8,9.2,891,508.3,474.9,541.7,39,4.4,3.1,5.7,821,485.5,452.3,518.7,35,4.3,2.9,5.7,784,481,447.3,514.7,25,3.2,2,4.4,739,471.3,437.3,505.3,15,2,1,3,733,486.4,451.2,521.6,6,0.8,0.1,1.5,626,433.2,399.3,467.1,5,0.8,0,0,726,502.4,465.9,538.9,3,0.4,0,0,751,520,494,545,9,1.2,0.4,2,715,495,469,521,4,0.6,0,1.1,11868,48,216,11199,14,391,1152,1786,1840,418,841,426,10388,148,10087,449,133,10087,265,0,27,6,0,0,6,64,81,5.6,42.1,28.6,25.4,42.8,13785,88,9,1.00000000000,8.42602E-05,0.111111111,0.000758342,1318.666667
62,West Elsdon,299,167.5,148.5,186.5,9,3,1.1,4.9,387,216.8,195.2,238.4,9,2.3,0.8,3.8,443,242.9,220.3,265.5,11,2.5,1.1,3.9,469,251.7,228.9,274.5,9,1.9,0.7,3.1,607,319.1,293.7,344.5,10,1.6,0.6,2.6,646,332.8,307.1,358.5,9,1.4,0.5,2.3,820,414.1,385.8,442.4,4,0.5,0,0,896,444,414.9,473.1,5,0.6,0,0,960,466.7,437.2,496.2,4,0.4,0,0,915,436.5,408.2,464.8,5,0.5,0,0,966,452.5,424,481,4,0.4,0,0,950,437,409.2,464.8,7,0.7,0.2,1.2,1071,492.6,463.1,522.1,2,0.2,0,0,1026,472,451,493,3,0.3,0,0.6,1005,462,441,483,2,0.2,0,0.5,19958,2845,16585,213,310,5,3421,4193,2031,734,864,332,11087,7729,3267,15548,5988,3267,14186,1021,216,4,10,9,1,64,38,11.1,15.6,16.7,37,37.7,15754,69,19,8.00000000000,0.000400842,0.421052632,0.000951999,1050.421053
67,West Englewood,2529,443.2,425.9,460.5,871,34.4,32.5,36.3,2398,420.3,403.5,437.1,743,31,29.1,32.9,2515,456.5,438.7,474.3,674,26.8,25.1,28.5,2467,464.4,446.1,482.7,536,21.7,20.1,23.3,2475,483.9,464.8,503,386,15.6,14.2,17,2288,465.2,446.1,484.3,303,13.2,11.8,14.6,2231,472.5,452.9,492.1,160,7.2,6.1,8.3,2185,482.9,462.7,503.1,129,5.9,4.9,6.9,2234,516.2,494.8,537.6,105,4.7,3.8,5.6,2295,555.6,532.9,578.3,66,2.9,2.2,3.6,2307,586.4,562.5,610.3,52,2.3,1.7,2.9,1814,485.4,463.1,507.7,44,2.4,1.7,3.1,1684,450.6,429.1,472.1,43,2.6,1.8,3.4,1794,480,464,496,37,2.1,1.4,2.7,1908,511,495,527,21,1.1,0.6,1.6,30798,244,1890,28249,6,409,4483,8295,4507,993,1085,412,27870,840,27152,1558,701,27152,1467,5,0,10,12,0,0,43,21,4.8,34.4,35.9,26.3,40.7,11317,89,43,12.00000000000,0.000389636,0.279069767,0.001396195,716.2325581
26,West Garfield Park,1454,467.8,443.8,491.8,509,35,32.5,37.5,1286,413.8,391.2,436.4,435,33.8,31.2,36.4,1294,431.9,408.4,455.4,330,25.5,23.1,27.9,1176,407.9,384.6,431.2,242,20.6,18.3,22.9,1135,409.6,385.8,433.4,187,16.5,14.3,18.7,954,358.9,336.1,381.7,122,12.8,10.7,14.9,1136,446.2,420.3,472.1,102,9,7.3,10.7,990,406.7,381.4,432,55,5.6,4.2,7,973,419.2,392.9,445.5,58,6,4.5,7.5,946,428.2,400.9,455.5,29,3.1,2,4.2,935,446.1,417.5,474.7,11,1.2,0.5,1.9,965,486.4,455.7,517.1,20,2.1,1.2,3,1024,516.1,484.5,547.7,14,1.4,0.7,2.1,1076,542,520,564,19,1.8,1,2.6,1063,536,514,558,6,0.6,0.1,1,17499,277,363,16713,33,113,2761,3652,2228,563,387,123,15489,137,15273,353,103,15273,289,0,0,0,0,0,5,50,9,9.4,41.7,25.8,24.5,43.6,10934,92,9,1.00000000000,5.71461E-05,0.111111111,0.000514315,1944.333333
65,West Lawn,536,154.6,141.5,167.7,13,2.4,1.1,3.7,729,210.2,194.9,225.5,13,1.8,0.8,2.8,909,257.9,241.1,274.7,30,3.3,2.1,4.5,1029,287.2,269.7,304.7,21,2,1.1,2.9,1209,332.1,313.4,350.8,13,1.1,0.5,1.7,1284,347.3,328.3,366.3,19,1.5,0.8,2.2,1707,454.6,433,476.2,15,0.9,0.5,1.3,1738,455.9,434.5,477.3,11,0.6,0.2,1,1888,488,466,510,11,0.6,0.3,0.9,1913,487.3,465.5,509.1,7,0.4,0.1,0.7,1928,483.9,462.3,505.5,11,0.6,0.3,0.9,1769,437.8,417.4,458.2,5,0.3,0,0,2054,508.3,486.3,530.3,5,0.2,0,0,1924,476,461,492,6,0.3,0.1,0.6,1958,485,469,500,8,0.4,0.1,0.7,33595,5008,27169,1154,193,71,6374,6934,3369,1154,1783,473,19578,11861,8201,23238,9546,8201,22377,400,8,47,134,0,6,266,0,5.8,14.9,9.6,33.6,39.6,16907,56,45,16.00000000000,0.000476261,0.355555556,0.001339485,746.5555556
53,West Pullman,1445,342.7,325,360.4,359,24.8,22.6,27,1469,348.4,330.6,366.2,282,19.2,17.2,21.2,1501,367.5,348.9,386.1,207,13.8,12.1,15.5,1498,379.1,359.9,398.3,181,12.1,10.4,13.8,1422,372.3,352.9,391.7,108,7.6,6.2,9,1410,382.4,362.4,402.4,104,7.4,6,8.8,1376,387.1,366.6,407.6,76,5.5,4.3,6.7,1293,377.8,357.2,398.4,54,4.2,3.1,5.3,1388,421.9,399.7,444.1,41,3,2.1,3.9,1339,424,401.3,446.7,32,2.4,1.6,3.2,1348,445.6,421.8,469.4,21,1.6,0.9,2.3,1174,405.8,382.6,429,26,2.2,1.4,3,1149,397.2,374.2,420.2,13,1.1,0.5,1.7,1106,382,365,400,8,0.7,0.2,1.2,1062,367,350,385,13,1.2,0.6,1.9,27582,281,1488,25530,70,213,2888,5438,5260,1139,1779,942,25010,927,24048,1889,901,24048,1654,61,0,11,0,0,0,83,80,3.3,25.9,19.4,20.5,42.1,16563,62,50,28.00000000000,0.001015155,0.56,0.001812776,551.64
2,West Ridge,1624,217.1,206.5,227.7,98,6,4.8,7.2,1849,247.2,235.9,258.5,91,4.9,3.9,5.9,2056,273.4,261.6,285.2,105,5.1,4.1,6.1,1932,255.5,244.1,266.9,96,5,4,6,2273,299,286.7,311.3,62,2.7,2,3.4,1772,231.8,221,242.6,54,3,2.2,3.8,2287,297.6,285.4,309.8,42,1.8,1.2,2.4,1970,255,243.7,266.3,36,1.8,1.2,2.4,2209,284.5,272.6,296.4,32,1.4,0.9,1.9,2501,320.4,307.8,333,18,0.7,0.4,1,2649,337.6,324.7,350.5,24,0.9,0.5,1.3,2423,307.2,295,319.4,28,1.2,0.8,1.6,2614,331.4,318.7,344.1,25,1,0.6,1.4,2419,307,296,317,25,1,0.6,1.4,2435,309,299,319,27,1.1,0.7,1.5,73723,31806,13366,8936,16641,2974,8301,11028,7567,2830,12247,7161,36995,31195,28992,39198,17715,28992,10025,3327,1042,1843,2562,505,3167,11546,5181,7.8,17.2,8.8,20.8,38.5,23040,46,202,67.00000000000,0.000908807,0.331683168,0.002739986,364.9653465
24,West Town,3061,377.9,364.5,391.3,411,13.4,12.2,14.6,2542,313.9,301.7,326.1,267,10.5,9.3,11.7,2585,325.2,312.7,337.7,187,7.2,6.2,8.2,2284,292.8,280.8,304.8,122,5.3,4.4,6.2,2244,293.3,281.2,305.4,80,3.6,2.8,4.4,1934,257.9,246.4,269.4,60,3.1,2.3,3.9,1966,267.4,255.6,279.2,36,1.8,1.2,2.4,1783,247.6,236.1,259.1,29,1.6,1,2.2,1582,224.4,213.3,235.5,18,1.1,0.6,1.6,1421,205.9,195.2,216.6,14,1,0.5,1.5,1722,255,243,267,15,0.9,0.5,1.3,1817,275.2,262.5,287.9,11,0.6,0.2,1,2090,316.6,303,330.2,10,0.5,0.2,0.8,1736,263,252,274,6,0.3,0.1,0.6,1698,257,247,268,10,0.6,0.2,1,85307,50366,22561,6565,3464,2351,6703,7162,7563,2196,26155,15100,65946,13361,56316,22991,10183,56316,15563,3801,352,465,106,212,317,1969,206,2.3,14.7,6.6,12.9,21.7,43198,10,406,43.00000000000,0.000504062,0.10591133,0.004759281,210.1157635
42,Woodlawn,1216,367.3,346.7,387.9,293,24.1,21.7,26.5,1086,328,308.5,347.5,272,25,22.4,27.6,1219,379.4,358.1,400.7,221,18.1,15.9,20.3,1246,399.9,377.7,422.1,171,13.7,11.8,15.6,1346,446,422.2,469.8,130,9.7,8.1,11.3,1246,426.7,403,450.4,104,8.3,6.8,9.8,1256,444.9,420.3,469.5,56,4.5,3.4,5.6,1119,410.6,386.5,434.7,21,1.9,1.1,2.7,1124,427.9,402.9,452.9,26,2.3,1.4,3.2,1112,439.7,413.9,465.5,18,1.6,0.9,2.3,1084,445.7,419.2,472.2,8,0.7,0.2,1.2,1003,429.7,403.1,456.3,11,1.1,0.5,1.7,1037,444.3,417.3,471.3,17,1.6,0.8,2.4,1056,452,432,473,21,2,1.1,2.8,1059,454,434,474,21,2,1.1,2.8,23808,1921,696,20029,663,499,2030,3099,3954,1182,1779,1608,20590,1290,20055,1825,443,20055,564,42,300,75,22,61,45,446,271,2.9,30.7,23.4,16.5,36.1,18672,58,21,3.00000000000,0.000126008,0.142857143,0.000882056,1133.714286
